SKU,ITEMID,DESCRIPTION,VENDOR,CAT,QUANTITY,PRICE,WEIGHT,SIZE,UNIT,SUB-CATEGORY,STATUS,UPC
100205,USB2HAB2RA3,Startech USB2HAB2RA3 3 ft USB2 Cable A Right Angle to B Right Angel Retail,StarTech.com,CB, 0,6.92,0.09,EA,LB,CBE,ACTIVE,065030839747
100321,RSC-R1UT-E16,Supermicro Accessory RSC-R1UT-E16 Riser card for twin motherboard Retail,Supermicro,AC, 0,20.72,0.30,EA,LB,AC,ACTIVE,672042052431
100375,MRK-401ST-BK,Vantec MRK-401ST-BK EZ Swap 43.5 Aluminum Removable Trayless SATA Hard Drive,Vantec Thermal Technologies,RD, 0,35.86,2.00,EA,LB,RMS,ACTIVE,844767012728
100543,DISPLPORT3L,Startech Cable DISPLPORT3L 3ft DisplayPort Cable with Latches Retail,StarTech.com,CB, 0,13.08,0.16,EA,LB,CBE,ACTIVE,065030839167
100544,MDISPLPORT3,Startech Cable MDISPLPORT3 3 ft Mini DisplayPort Cable M M Retail,StarTech.com,CB, 0,12.59,0.08,EA,LB,CBE,ACTIVE,065030838894
100545,MDISPLPORT6,Startech Cable MDISPLPORT6 6 ft Mini DisplayPort Cable M M Retail,StarTech.com,CB, 0,13.76,0.15,EA,LB,CBE,ACTIVE,065030838887
100738,MCP-290-00059-0B,Supermicro Accessory RAIL SET+HANDLES QUICK QUICK OPTIONAL 4U 17.2W TOWER RTL,Supermicro,AC, 5,108.44,7.00,EA,LB,AC,ACTIVE,672042053001
100769,RM41300-F1,CHENBRO RM 4U Open-Bay Rackmount RM413 No PS 0*BP Tray 2*USB 1 Front Door,Chenbro,CS, 19,192.34,45.00,EA,LB,CSR,ACTIVE,NA
100923,45PATCH5WH,Startech 45PATCH5WH 5 ft White Snagless Cat5e UTP Patch Cable Retail,StarTech.com,CB, 0,5.04,0.18,EA,LB,CBN,ACTIVE,065030793650
100924,45PATCH7WH,Startech 45PATCH7WH 7 ft White Snagless Cat5e UTP Patch Cable Retail,StarTech.com,CB, 0,5.41,0.18,EA,LB,CBN,ACTIVE,065030793643
100926,BLANKB1,Startech BLANKB1 1U Rack Blank Panel for 19in Server Racks and Cabinets Retail,StarTech.com,AC, 0,11.58,1.10,EA,LB,AC,ACTIVE,065030837644
100927,BLANKB2,Startech BLANKB2 2U Rack Blank Panel for 19in Server Racks and Cabinets Retail,StarTech.com,AC, 0,19.61,1.32,EA,LB,AC,ACTIVE,065030837651
100930,N6PATCH15GN,Startech N6PATCH15GN 15ft Green Snagless Cat6 UTP Patch Cable ETL Verified RTL,StarTech.com,CB, 0,6.39,0.37,EA,LB,CBN,ACTIVE,065030838092
100932,UNISLDSHF19,Startech UNISLDSHF19 19in Vented Adjustable Depth Sliding Cabinet Shelf Retail,StarTech.com,AC, 0,126.67,18.52,EA,LB,AC,ACTIVE,065030837859
100950,SY-CAB40007,SYBA Cable Power Cable SY-CAB40007 Molex 4pin to 2 x 15pin SATA Retail,SYBA,CB, 0,2.60,0.05,EA,LB,CBI,ACTIVE,810154017003
101062,SY-PWCB-SATA,SYBA Cable SY-PWCB-SATA SATA Power Cable Molex 4-pin Male to 15-pin Retail,SYBA,CB, 0,1.99,0.10,EA,LB,CBI,ACTIVE,810154011315
101110,CSE-825TQ-563LPB,Supermicro Case CSE-825TQ-563LPB 2U 560W Black 8x3.5SAS SATA Slim DVD Retail,Supermicro,CS, 0,533.11,60.15,EA,LB,CSS,ACTIVE,672042068906
101140,920-002416,Logitech Keyboard & Mouse 920-002416 Wireless Desktop MK710 Black Retail,Logitech,KB, 0,104.03,3.80,EA,LB,$KM,ACTIVE,097855065568
101167,RV2032B,Startech RV2032B CR2032 Lithium Thick Coin Cell Battery Retail 5 pack,StarTech.com,AC, 0,7.91,1.00,EA,LB,AC,ACTIVE,065030833158
101168,PEXESAT32,Startech ControllerCard PEXESAT32 2 Port SATA 6 Gbps PCI Express eSATA Retail,StarTech.com,CC, 0,39.78,0.43,EA,LB,CCA,ACTIVE,065030838948
101205,RSC-RR1U-E16,Supermicro Accessory RSC-RR1U-E16 Riser Card 1U PCI-E to PCI-E(x16) Retail,Supermicro,AC, 0,24.48,0.10,EA,LB,AC,ACTIVE,672042068135
101219,CLP0534,Thermaltake CPU Cooler CLP0534 SlimX3 LowProfile Intel LGA1151 775 1156 Retail,Thermaltake,FN, 0,31.44,0.40,EA,LB,CFL,ACTIVE,841163038093
101253,CSE-813MTQ-600CB,Supermicro CSE-813MTQ-600CB 1U Black 600W 4xSAS SATA 4xPWM Fan ATX Retail,Supermicro,CS, 0,414.33,35.88,EA,LB,CSS,ACTIVE,672042065219
101326,USB2HABMY6,Startech USB2HABMY6 6ft USB Y Cable for External HD USB A to mini B Retail,StarTech.com,CB, 0,4.50,0.16,EA,LB,CBE,ACTIVE,065030839174
101329,USB2HABMY3,Startech USB2HABMY3 3 ft USB Y Cable External Hard Drive USB A to miniB Retail,StarTech.com,CB, 0,3.94,0.12,EA,LB,CBE,ACTIVE,065030839181
101331,USBINT5PIN,Startech USBINT5PIN 18inch Internal 5 pin USB IDC Motherboard Header Cable RTL,StarTech.com,CB, 0,3.76,0.05,EA,LB,CBI,ACTIVE,065030839198
101374,M45PATCH8BL,Startech M45PATCH8BL 8 ft Blue Molded Cat5e UTP Patch Cable Retail,StarTech.com,CB, 0,5.67,0.20,EA,LB,CBN,ACTIVE,065030788052
101468,920-001996,Logitech KB 920-001996 Wireless K350 Keyboard Black Retail,Logitech,KB, 0,63.20,2.10,EA,LB,KBC,ACTIVE,097855060877
101476,D-300-FS,iStarUSA Rack Mount 3U D-300-FS Black NO PS 1 2 (5)Drive LED USB FAN Brown Box,iStarUSA,RN, 0,230.71,35.00,EA,LB,RN,ACTIVE,846813002875
101667,84H341310-005,CHENBRO AC 4U Door Bezel RM413 RM423 Two Door Bezel,Chenbro,AC, 1,34.09,1.00,EA,LB,AC,ACTIVE,NA
101761,RLC-049,ViewSonic RLC-049 Replacement Projector Lamp For PJD6241 230W Brown Box,ViewSonic,AC, 0,140.28,1.00,EA,LB,PJA,ACTIVE,766907342710
101813,PAC100,StarTech Cable PAC100 1ft PC Power Cord IEC 320 EN 60320 C14 to NEMA 5-15R RTL,StarTech.com,CB, 0,4.92,0.18,EA,LB,CBE,ACTIVE,065030200899
101841,SV231HDMIUA,StarTech SV231HDMIUA 2Port USB HDMI KVM Switch with Audio and USB2 Hub Retail,StarTech.com,NT, 0,228.82,2.47,EA,LB,NTS,ACTIVE,065030837521
101845,TL-WR940N,TP-Link TL-WR940N 450M wireless N Router 3T3R 4-port Switch 3 fixed antennas RTL,TP-Link,NT, 89,27.51,1.88,EA,LB,NTW,ACTIVE,845973051464
101853,USBPLATELP,StarTech USBPLATELP 2 Port USB A Female Low Profile Slot Plate Adapter Retail,StarTech.com,AC, 0,7.07,0.11,EA,LB,AC,ACTIVE,065030831772
101881,SD-CM-UAUD,SYBA Accessory SD-CM-UAUD USB Stereo Audio Adapter RoHS Sound Retail,SYBA,AC, 0,10.02,0.11,EA,LB,AC,ACTIVE,810154014088
102039,910-001439,Logitech 910-001439 USB B100 Optical Mouse 800 dpi Retail,Logitech,MC, 0,8.07,0.20,EA,LB,MCU,ACTIVE,097855060266
102040,920-002478,Logitech KB 920-002478 Desktop K120 USB Black Retail,Logitech,KB, 0,16.39,1.54,EA,LB,KBU,ACTIVE,097855065537
102046,K1009,VONNIC Accessory K1009 BNC Connector Male Twist-on RG59 10-Pack Bare,VONNIC,AC, 0,3.64,0.13,EA,LB,AC,ACTIVE,814927011083
102490,920-002565,Logitech Keyboard & Mouse 920-002565 Desktop Mk120 Wired USB Retail,Logitech,KB, 0,17.76,2.10,EA,LB,$KM,ACTIVE,097855065476
102491,DP2MDPMF6IN,StarTech DP2MDPMF6IN 6in DisplayPort to Mini DisplayPort Video Adapter M F RTL,StarTech.com,CB, 0,10.12,0.07,EA,LB,CBE,ACTIVE,065030839921
102494,DS128,StarTech DS128 8 Port VGA over Cat5 Digital Signage Broadcaster with RS232 RTL,StarTech.com,AC, 0,334.24,5.73,EA,LB,VAC,ACTIVE,065030837477
102606,920-002714,Logitech Keyboard Mouse 920-002714 MEDIA COMBO MK200 USB Retail,Logitech,KB, 0,25.31,2.00,EA,LB,$KM,ACTIVE,097855067166
102698,GCAUD3535FF,Startech Accessory GCAUD3535FF 3.5mm Audio Coupler Female to Female Retail,StarTech.com,AC, 0,5.71,0.03,EA,LB,AC,ACTIVE,065030839730
102699,HDMI2VGA,StarTech Accessory HDMI2VGA HDMI to VGA Video Converter with Audio Retail,StarTech.com,AC, 0,210.41,1.10,EA,LB,AC,ACTIVE,065030839587
102700,MXT101MMHQ1,Startech Cable MXT101MMHQ1 1ft VGA Cable Coax High Resolution HD15 M M Retail,StarTech.com,CB, 0,7.51,0.29,EA,LB,CBE,ACTIVE,065030839884
102701,MXT101MMHQ20,Startech Cable MXT101MMHQ20 20ft VGA Cable Coax High Resolution HD15 M M RTL,StarTech.com,CB, 0,21.96,1.38,EA,LB,CBE,ACTIVE,065030839877
102702,MXT101MMHQ30,Startech Cable MXT101MMHQ30 30ft VGA Cable Coax High Resolution HD15 M M RTL,StarTech.com,CB, 0,25.16,1.98,EA,LB,CBE,ACTIVE,065030839860
102703,PEXUSB3S11,Startech IO PEXUSB3S11 2Port PCI Express SuperSpeed USB 3.0 Card Retail,StarTech.com,IO, 0,43.61,0.40,EA,LB,IO,ACTIVE,065030840040
102706,RKPW161915,Startech UPS RKPW161915 19in 1U Rackmount 16 Outlet PDU 125V 15A Retail,StarTech.com,UP, 0,70.97,6.18,EA,LB,UPS,ACTIVE,065030839297
102712,SV231DPDDUA,StarTech Network SV231DPDDUA 2PT DisplayPort KVM Switch with Audio USB Hub RTL,StarTech.com,NT, 0,490.28,4.85,EA,LB,NTS,ACTIVE,065030839266
102715,SV565FXDUSA,StarTech Network SV565FXDUSA USB DVI KVM Console Extender W Serial Audio RTL,StarTech.com,NT, 0,2599.03,4.48,EA,LB,KVR,ACTIVE,065030839426
102717,USB2TYPEM,Startech USB2TYPEM 3 ft USB to Type M Barrel 5V DC Power Cable Retail,StarTech.com,CB, 0,5.18,0.07,EA,LB,CBE,ACTIVE,065030839723
102733,N6PATCH3GN,Startech N6PATCH3GN 3ft Green Snagless Cat6 UTP Patch ETL Verified Retail,StarTech.com,CB, 0,4.90,0.11,EA,LB,CBN,ACTIVE,065030838061
102798,N6PATCH3GR,Startech N6PATCH3GR 3ft Gray Snagless Cat6 UTP Patch Cable ETL Verified Retail,StarTech.com,CB, 0,4.90,0.11,EA,LB,CBN,ACTIVE,065030838221
102825,ROCKETRAID2722,HighPoint Controller RocketRAID2722 SAS 6Gb s LTO Tape and RAID Arrays Retail,HighPoint,CC, 1,353.66,0.45,EA,LB,CCR,ACTIVE,643653272211
102889,139446MM1,StarTech Cable 139446MM1 1 ft IEEE-1394 Firewire Cable 4-6 M M Retail,StarTech.com,CB, 0,4.37,0.11,EA,LB,CBE,ACTIVE,065030839532
102892,RCACOAXMF,StarTech Cable RCACOAXMF RCA to F Type Coaxial Adapter M F Retail,StarTech.com,AC, 0,2.21,0.04,EA,LB,AC,ACTIVE,065030839150
102894,PEX1TO162,StarTech PEX1TO162 PCIE x1 to x16 Low Profile Slot Extension Adapter Retail,StarTech.com,AC, 0,30.19,0.26,EA,LB,AC,ACTIVE,065030839143
102896,N6PATCH7BL,Startech N6PATCH7BL 7ft Blue Snagless Cat6 UTP Patch Cable ETL Verified RTL,StarTech.com,CB, 0,5.68,0.22,EA,LB,CBN,ACTIVE,065030821490
102901,CRJ4550PK,StarTech CRJ4550PK Cat5e RJ45 Stranded Modular Plug Connector 50PK Retail,StarTech.com,AC, 0,27.92,0.18,EA,LB,AC,ACTIVE,065030795319
103045,SD-ADA50024,SYBA Accessory SD-ADA50024 2.5inch SATA USB To Compact Flash Adapter Retail,SYBA,AC, 0,19.63,0.40,EA,LB,AC,ACTIVE,810154014255
103098,DES-1005E,D-LINK Network DES-1005E 5 Port 10 100 Desktop Unmanaged Switch Retail,D-Link,NT, 9,18.70,1.37,EA,LB,NTS,ACTIVE,790069333071
103182,DGS-1005G,D-Link Network DGS-1005G 5Port GigabitUnmanaged Switch 10 100 1000 Desktop RTL,D-Link,NT, 0,23.94,1.34,EA,LB,NTS,DISCONTINUING,790069333132
103410,AC0014,Thermaltake Accessory AC0014 3.5 2.5 SSD Converter SSD HDD Bay Drives Retail,Thermaltake,AC, 0,10.74,1.00,EA,LB,AC,ACTIVE,841163036471
103419,DP2VGA2,StarTech Accessory DP2VGA2 DisplayPort to VGA Video Adapter Converter Retail,StarTech.com,AC, 67,27.02,0.30,EA,LB,AC,ACTIVE,065030836883
103521,MB991IK-B,ICY DOCK MB991IK-B 2.5inch SATA SAS HDD SSD Rack For 3.5inch Device Bay Retail,Cremax (ICY DOCK),RD, 0,50.73,1.00,EA,LB,RM,ACTIVE,884826001409
103551,PDUMH20,Tripp-Lite PDUMH20 Metered PDU Power Distribution Unit-Safe Reliable Retail,Tripp-Lite,UP, 0,187.77,3.60,EA,LB,UPS,ACTIVE,037332142504
103718,USBPLATE4,StarTech Accessory USBPLATE4 4 Port USB A Female Slot Plate Adapter Retail,StarTech.com,AC, 0,7.89,0.18,EA,LB,AC,ACTIVE,065030797092
103734,JJ-P20511-S3,SIIG IO Card JJ-P20511-S3 2 Ports 9Pin Serial 550-Value PCI Retail,SIIG,IO, 0,30.06,0.50,EA,LB,IO,ACTIVE,662774008707
103824,EP-600PM,Epower Power Supply EP-600PM 600W ATX12V 2.3 Single 120 mm Cooling Fan Bare,EPower Technology,PS, 50,50.14,3.45,EA,LB,PSA,ACTIVE,088064641230
103844,TL-SG1016D,TP-Link Network TL-SG1016D 16 Port Unmanaged Gigabit Desktop Switch Retail,TP-Link,NT, 0,68.65,4.85,EA,LB,NTS,ACTIVE,845973020613
103869,CL-CRD20036,SYBA Accessory CL-CRD20036 3.5inch Drive Bay Internal Card Reader Black Retail,SYBA,AC, 0,7.08,0.40,EA,LB,AC,ACTIVE,NA
103903,G2101D3,MSI Video Card N210-MD1G D3 GF 210 1G DDR3 LP PCIE DVI HDMI VGA Single Fan W7,MSI,VC, 0,53.04,0.80,EA,LB,V1G,ACTIVE,816909074901
104149,B116C-003B,Accell Cable B116C-003B 3.3ft Digital AV ProUltra Supreme HDMI 10.2Gbps Retail,Accell Corp,CB, 0,10.01,0.45,EA,LB,CBE,ACTIVE,826388105782
104384,MCP-410-00006-0N,Supermicro AC MCP-410-00006-0N Screw Bag Label 100xscrew f 24x 2.5HDD Tray,Supermicro,AC, 0,6.40,0.20,EA,LB,HDA,ACTIVE,672042042982
104394,DB9CONCABL6,Startech DB9CONCABL6 6ft RJ45 to DB9 Cisco Console Management Router Cable RTL,StarTech.com,CB, 0,22.08,0.22,EA,LB,CBE,ACTIVE,065030833660
104461,SV431DVIUAHR,StarTech Network SV431DVIUAHR 4Port USB DVI DualLink KVM Switch with Audio RTL,StarTech.com,NT, 0,429.97,2.73,EA,LB,KVM,ACTIVE,065030831369
104482,K555,Dynatron K555 2U LGA 1156 Intel Xeon3400 Core i3 i5 i7 CPU Cooler Heatpipe RTL,Dynatron,FN, 0,45.08,1.35,EA,LB,CFX,ACTIVE,NA
104488,JJ-E01011-S3,Siig IO JJ-E01011-S3 DP CyberParallel PCIe ECP EPP HighSpeed Adapter Brown Box,SIIG,IO, 0,28.19,0.44,EA,LB,IO,ACTIVE,662774006291
104542,PWS-704P-1R,Supermicro Power Supply 1U REDUNDANT PMBUS GOLD EFFICIENCY 54.5MM Retail,Supermicro,PS, 0,207.98,3.20,EA,LB,PSR,ACTIVE,672042059997
104610,TL-WN822N,TP-Link NT Wireless TL-WN822N 300Mbps High Gain N USB Adapter 2 Fixed Antennas,TP-Link,NT, 10,15.85,0.50,EA,LB,NTW,ACTIVE,845973050542
104612,VE228H,Asus LED VE228H 21.5inch Wide HDMI 1920x1080 10000000:1 Speaker Retail,ASUS TeK,MN, 0,154.76,14.70,EA,LB,MN3,ACTIVE,610839326068
104631,DP2DVI2MM6,StarTech DP2DVI2MM6 6ft DisplayPort to DVI Cable M M Retail,StarTech.com,CB, 0,24.21,0.35,EA,LB,CBE,ACTIVE,065030840248
104637,LG BLUERAY SOFTWARE,LG Software LG Blu-ray SOFTWARE Bare,LG Electronics,SF, 146,1.21,0.05,EA,LB,SFS,ACTIVE,NA
104640,DP2VGAMM6,StarTech DP2VGAMM6 6ft DisplayPort to VGA Cable M M Retail,StarTech.com,CB, 2,38.92,0.26,EA,LB,CBE,ACTIVE,065030840255
104641,MDP2DPMM3,StarTech MDP2DPMM3 3ft MiniDisplayPort to DisplayPort Adapter Cable M M Retail,StarTech.com,CB, 0,10.51,0.11,EA,LB,CBE,ACTIVE,065030840491
104642,MDP2DVIMM6,StarTech MDP2DVIMM6 6 ft Mini DisplayPort to DVI Cable M M Retail,StarTech.com,CB, 0,30.47,0.20,EA,LB,CBE,ACTIVE,065030840279
104644,MDP2HDMIUSBA,StarTech MDP2HDMIUSBA Mini DisplayPort to HDMI Adapter with USB Audio Retail,StarTech.com,CB, 0,77.84,0.20,EA,LB,VAC,ACTIVE,065030840330
104647,MDP2VGAMM6,StarTech MDP2VGAMM6 6 ft Mini DisplayPort to VGA Cable M M Retail,StarTech.com,CB, 0,38.92,0.20,EA,LB,CBE,ACTIVE,065030840286
104649,ICUSB232DB25,StarTech ICUSB232DB25 USB to RS232 DB9 DB25 Serial Adapter Cable M M Retail,StarTech.com,CB, 0,22.53,0.20,EA,LB,CBE,ACTIVE,065030840453
104698,MDP2DPMM10,StarTech Cable MDP2DPMM10 10ft Mini DisplayPort to DisplayPort Adapter M M RTL,StarTech.com,CB, 0,15.14,0.24,EA,LB,CBE,ACTIVE,065030840507
104786,TL-SG1024D,TP-Link Network TL-SG1024D 24 Port Gigabit Desktop Switch 10 100 1000M Retail,TP-Link,NT, 0,85.80,5.00,EA,LB,NTS,ACTIVE,845973020620
104854,DP4N1USB6,StarTech Network DP4N1USB6 6ft 4-in-1 USB DisplayPort KVM Switch Cable Retail,StarTech.com,CB, 0,25.60,0.69,EA,LB,CBE,ACTIVE,065030840125
104855,USB3SAUB3,StarTech USB3SAUB3 3 ft SuperSpeed USB 3.0 Cable A to Micro B Retail,StarTech.com,CB, 0,11.46,0.13,EA,LB,CBE,ACTIVE,065030841139
104859,PEX2S553LP,StarTech PEX2S553LP 2 Port LP Native RS232 PCIE Serial Card 16550 UART Retail,StarTech.com,IO, 0,50.02,0.46,EA,LB,IO,ACTIVE,065030841757
104860,PEX2S5531P,StarTech PEX2S5531P 2S1P Native PCIE Parallel Serial Combo Card with 1655 RTL,StarTech.com,IO, 0,47.88,0.55,EA,LB,IO,ACTIVE,065030841764
104861,PEX2S553,StarTech PEX2S553 2 Port Native PCIE RS232 Serial Adapter Card with 16550 UART,StarTech.com,IO, 0,53.19,0.42,EA,LB,IO,ACTIVE,065030841740
104863,PEX1S553LP,StarTech PEX1S553LP 1Port LP Native RS232 PCIE Serial Card with 16550 UART RTL,StarTech.com,IO, 0,57.18,0.35,EA,LB,IO,ACTIVE,065030841733
104975,SV565UTPUL,StarTech Accessory SV565UTPUL SB VGA KVM Console Extender Cat5 UTP 1000ft RTL,StarTech.com,NT, 0,478.98,5.51,EA,LB,VAC,ACTIVE,065030839259
104976,ST122DVIA,StarTech Accessory ST122DVIA 2 Port DVI Video Splitter with Audio Retail,StarTech.com,AC, 0,156.12,3.53,EA,LB,VAC,ACTIVE,065030839563
104978,USB2HABM6IN,StarTech USB2HABM6IN 6in Mini USB 2.0 Cable A to Mini B Retail,StarTech.com,CB, 0,4.04,0.03,EA,LB,CBE,ACTIVE,065030840644
105014,DGS-1210-10P,D-Link NT DGS-1210-10P Smart 8Port Gigabit PoE Switch 2 Combo SFP Retail,D-Link,NT, 0,173.73,6.05,EA,LB,NTS,ACTIVE,790069329388
105050,N6PATCH100BL,StarTech N6PATCH100BL 100 Blue Snagless Cat6 UTP Patch Cable ETL Verified RTL,StarTech.com,CB, 0,31.28,2.65,EA,LB,CBE,ACTIVE,065030823111
105085,MRK-525ST,Vantec MRK-525ST NexStar SE Removable Dual 2.5 SATA I II HD or SSD Rack RTL,Vantec Thermal Technologies,RD, 2,15.17,1.30,EA,LB,RMS,ACTIVE,844767012841
105165,N252-024,Tripp-Lite N252-024 24-Port Cat6 Patch Panel 568B TAA GSA Retail,Tripp-Lite,NT, 0,63.36,1.30,EA,LB,NTA,ACTIVE,037332120038
105196,SV231DPUA,StarTech KVM Switch SV231DPUA 2Port Professional USB DisplayPort Audio Retail,StarTech.com,NT, 0,267.52,2.87,EA,LB,KVM,ACTIVE,065030839952
105198,SV431DPUA,Startech KVM Switch SV431DPUA 4 Port USB DisplayPort KVM Switch with Audio RTL,StarTech.com,NT, 0,385.59,3.75,EA,LB,KVM,ACTIVE,065030837545
105218,PLATE25F16,StarTech PLATE25F16 16 DB25 ParallelFemale to IDC 25Pin Header Slot Plate RTL,StarTech.com,AC, 0,5.97,0.13,EA,LB,AC,ACTIVE,065030828468
105304,USB3SAB1,StarTech USB3SAB1 1 ft SuperSpeed USB 3.0 Cable A to B M M Retail,StarTech.com,CB, 0,9.34,0.09,EA,LB,CBE,ACTIVE,065030841146
105305,USB3SAUB1,StarTech USB3SAUB1 1 ft SuperSpeed USB 3.0 Cable A to Micro B Retail,StarTech.com,CB, 0,10.46,0.09,EA,LB,CBE,ACTIVE,065030841122
105318,VE248H,Asus LED VE248H 24inch Wide HDMI DVI VGA 1920x1080 10000000:1 2ms Speaker RTL,ASUS TeK,MN, 0,169.06,19.70,EA,LB,MN4,ACTIVE,610839331871
105359,NBA-200U,Vantec CC NBA-200U USB External 7.1 Channel Audio Adapter Retail,Vantec Thermal Technologies,CC, 0,28.98,1.00,EA,LB,CCU,ACTIVE,844767014753
105413,SPI350ACA8-B204,SPI SPI350ACA8-B204 350W ATX 20+4P 12V 12CM BB FAN 3*SATA APFC 80PLUS BRONZE,Sparkle Power Inc.,PS, 0,47.49,4.00,EA,LB,PSA,ACTIVE,677808611365
105491,EP-700PM,Epower Power Supply EP-700PM 700W ATX EPS 12V 120mm Fan 8xSATA 2xPCIE Bare,EPower Technology,PS, 57,66.33,4.18,EA,LB,PSA,ACTIVE,912201871887
105493,EP-500PM,Epower Power Supply EP-500PM 500W ATX EPS 12V 120mm Fan 4xSATA PCIE Bare,EPower Technology,PS, 114,49.07,3.70,EA,LB,PSA,ACTIVE,845659091500
105582,DISPLPORT1L,StarTech Cable DISPLPORT1L 1ft DisplayPort Cable with Latches M M Retail,StarTech.com,CB, 0,13.03,0.09,EA,LB,CBE,ACTIVE,065030840118
105585,DVIEXTAA6IN,StarTech CB DVIEXTAA6IN 6inch DVII Dual Link Digital Analog Port Saver M F RTL,StarTech.com,CB, 0,13.08,0.20,EA,LB,CBE,ACTIVE,065030840675
105586,ICUSB232INT1,StarTech ICUSB232INT1 24inch Internal USB MB Header to Serial RS232 Adapter,StarTech.com,AC, 0,36.86,0.33,EA,LB,AC,ACTIVE,065030840934
105587,USB2HABMY1,StarTech USB2HABMY1 1ft USB Y Cable for External HD USB A to mini B Retail,StarTech.com,CB, 0,3.58,0.09,EA,LB,CBE,ACTIVE,065030840637
105702,ST124DVIA,StarTech Accessory ST124DVIA 4 Port DVI Video Splitter with Audio Retail,StarTech.com,AC, 0,204.14,4.19,EA,LB,VAC,ACTIVE,065030839570
105707,UUSBHAUB3LA,StarTech Cable UUSBHAUB3LA 3 ft Micro USB Cable A to Left Angle Micro B Retail,StarTech.com,CB, 0,6.98,0.05,EA,LB,CBE,ACTIVE,065030841016
105708,VGAPLATE,StarTech AC VGAPLATE Single Outlet 15Pin Female VGA Wall Plate White Retail,StarTech.com,AC, 0,9.09,0.09,EA,LB,AC,ACTIVE,065030840590
105709,SV1631DUSBUK,StarTech NT SV1631DUSBUK 16Port 1U RackMount USB KVM Switch Kit with OSD RTL,StarTech.com,NT, 0,867.05,7.78,EA,LB,KVR,ACTIVE,065030840828
105711,HDMIMM80AC,StarTech Cable HDMIMM80AC 80ft Active HighSpeed HDMI to HDMI Digital Video RTL,StarTech.com,CB, 0,131.52,0.01,EA,LB,CBE,ACTIVE,065030840484
105713,HDMIEXTAA6IN,StarTech Cable HDMIEXTAA6IN 6inch HDMI Port Saver Digital Video M F Retail,StarTech.com,CB, 0,12.50,0.11,EA,LB,CBE,ACTIVE,065030840606
105714,DVISPL1VV,StarTech DVISPL1VV 1ft DVI-I Analog to 2xVGA Video Splitter Cable M F Retail,StarTech.com,CB, 0,16.89,0.37,EA,LB,CBE,ACTIVE,065030840651
105766,DRW-24B3ST/BLK/G/AS,Asus DRW-24B3ST BLK G AS DVDRW SATA 24X Nero 9 Black DVD software w playback,ASUS TeK,OD, 0,31.17,1.65,EA,LB,DVR,ACTIVE,610839416011
105945,MXT101MMLP15,StarTech Cable MXT101MMLP15 15ft Thin Coax VGA Monitor LowProfile HD15 M M RTL,StarTech.com,CB, 0,19.06,0.51,EA,LB,CBE,ACTIVE,065030818797
105946,MCP-220-51202-0N,Supermicro AC MCP-220-51202-0N Slim SATA DVD Kit w Backplane Cable Retail,Supermicro,AC, 0,17.24,0.20,EA,LB,AC,ACTIVE,672042059539
105948,MU1MMS,StarTech Cable MU1MMS 1ft Slim 3.5mm Stereo Audio M M Retail,StarTech.com,CB, 0,2.84,0.04,EA,LB,CBE,ACTIVE,065030840378
105949,UUSBHAUB6LA,StarTech Cable UUSBHAUB6LA 6ft USB A to Left Angle Micro B Retail,StarTech.com,CB, 0,8.42,0.08,EA,LB,CBE,ACTIVE,065030841023
105969,CB-H20412-S1,SIIG Cable CB-H20412-S1 1Meter High Speed HDMI with Ethernet Retail,SIIG,CB, 0,13.83,0.40,EA,LB,CBE,ACTIVE,662774008820
105970,CB-H20512-S1,SIIG Cable CB-H20512-S1 2Meter High Speed HDMI with Ethernet Retail,SIIG,CB, 0,18.16,0.50,EA,LB,CBE,ACTIVE,662774008837
105973,CB-H20812-S1,SIIG Cable CB-H20812-S1 2Meter High Speed HDMI ProHD with Ethernet Retail,SIIG,CB, 0,31.74,0.60,EA,LB,CBE,ACTIVE,662774008868
105977,UGT-MH430U3,Vantec Accessory UGT-MH430U3 4 Port SuperSpeed USB 3.0 Hub Retail,Vantec Thermal Technologies,AC, 0,37.50,1.15,EA,LB,AC,ACTIVE,844767012810
106077,UUSBHAUB6IN,StarTech UUSBHAUB6IN 6inch Micro USB Cable A to Micro B Retail,StarTech.com,CB, 0,5.21,0.07,EA,LB,CBE,ACTIVE,065030840989
106086,SATAPOWADAPR,StarTech SATAPOWADAPR 6inch 4 Pin Molex to Right Angle SATA Power Adapter RTL,StarTech.com,CB, 0,3.99,0.03,EA,LB,CBI,ACTIVE,065030841771
106090,DP2HDMIADAP,StarTech DP2HDMIADAP DisplayPort to HDMI Video Adapter Converter M F Retail,StarTech.com,AC, 6,16.31,0.09,EA,LB,VAC,ACTIVE,065030832427
106179,JU-VG0012-S1,SIIG Accessory JU-VG0012-S1 Adds another VGA port to USB enabled system Retail,SIIG,AC, 0,52.06,0.38,EA,LB,VAC,ACTIVE,662774008905
106185,CAB1631HD,StarTech CAB1631HD 16 Port USB PS 2 KVM Switch Modules for 1UCABCONS 17 19 RTL,StarTech.com,NT, 0,510.38,5.00,EA,LB,KVR,ACTIVE,065030802055
106187,SRCOOL12K,Tripp-Lite SRCOOL12K 120V Self-Contained Portable Air Conditioning Unit Retail,Tripp-Lite,AC, 0,924.44,80.00,EA,LB,AC,ACTIVE,037332145765
